paper_id,authors,author_ids,title,year,committee_presentation_decision,committee_publication_decision,abstract,body,abstract_dreyer_count
2005/169,"Ashleigh Cardiel,Alfredia Montie,Deetta Vilhauer,Orville Samain,Georgetta Mahowald,Edgardo Hiens","168,169,170,171,172,173",Higher Education in 2040: A Global Approach,2005,Accept,Reject,Mary missed her son. I prefer travelling by train to flying. She goes to school on foot. I've disobeyed them. Somebody answered. Fasten your seat belt. We weren't all born with a silver spoon in our mouths. Mary says she wants to learn how to do that. The old man loaded his mule with bags full of sand. Everybody is equal before the law. Who disagrees with us? I'm not in love with anyone. That cheese is made from goat's milk. Sami has a cool daddy. I'm glad you're enjoying it.,NA,3
2005/170,"Ghislaine Lambertson,Louise Raquel","174,175","La Argentina en el siglo XXI: Cómo somos, vivimos y convivimos en una sociedad desigual. Encuesta nacional sobre la estructura social",2005,Accept,Reject,"I saddled the horse myself. Sami opened the door to his Uber and find Layla in there. Tom and Mary said that they knew who won. I can't see the price tag. I wish I had a boyfriend like Tom. I'm dead tired, I can't take one more step! I can't be sorry. Oh my God, what a mess! Tom should have done this yesterday. Tom needs Mary to help him. Sami doesn't believe in this. Where did she take them? Iker Casillas is the best goalie in the world. How did you know I wanted to go to Boston? You have only to keep silent. Mary doesn't love me. Tom looked around carefully.",NA,1
2005/171,"Gaylord Dohan,Marshall Dekoning,Adalberto Vails,Vilma Scherrer","176,177,178,179",Reviewing the Evidence Base for Mental Health First Aid: Is There Support for Its Use with Key Target Populations in California?,2005,Accept,Reject,"I want Tom to like you. Both Ken's mother and her friend will arrive at the airport soon. At 9 o'clock, Fadil returned home. Tom is in high school. ”Even in our wildest imaginings, we didn’t believe we would find a city from this time in history,” said IAA archaeologist Dina Shalem. I cannot sharpen this knife. It's too old and rusted. Tom said he almost forgot to do that. It goes without saying that money is not everything. What's so revolutionary about that? Piranhas are big, voracious fish with sharp teeth. Tom worked the clay into a vase. Mary said she didn't have the confidence to do that. Tom is going to go to Australia next summer. I'll never forget the first time that we kissed each other.",NA,3
2005/172,"Tressie Scarpaci,Kirstin Luoto,Carolina Gandrud","180,181,182",The Impact of Migration on Poland: EU Mobility and Social Change,2005,Accept,Accept,He's really living the life of Reilly. Tom must be home by now. Mary told me she won't do that. Tom became calm. I'm going to try to trap that rabbit. Could you make me another sandwich? I got on the train for London. I don't think that I'll have too much trouble doing that. I cut down a few trees for Tom. I admire his talent. I think that I'll be in Modena at around 9 o'clock. That girl who's wearing a scarf is a virgin.,NA,1
2005/173,"Dominick Agrela,Romelia Liewald,Sebastian Digsby,Maile Bacak","183,184,185,186",Moving Los Angeles: Short-Term Policy Options for Improving Transportation,2005,Accept,Reject,Tom told me to keep walking. Sami was super proud of himself. Police arrested 13 people. Tom says Mary wants to eat at Chuck's Diner. I slept for eight hours last night. I'm fairly certain that Tom doesn't have any siblings. Tom bought some croutons. Mary said she doesn't think Tom will do that again. Dad will return in a few days. What's Tom talking about? Layla got out of the car. Will I see him later?,NA,1
2005/174,"Marketta Rodiquez,Efrain Mcglone,Melina Luallen,Ali Houska,Ula Morello,Alyssa Gius","187,188,189,190,191,192",Crime and Criminal Justice in Modern Germany,2005,Accept,Reject,"It's a full time job. Disconnect the power cable from the modem, wait for approximately one minute, then reconnect the cable. I've never kept a diary. I used to come here when it was a bar. They're all covered in dust. She said she felt lightheaded.",NA,0
2005/175,"Yasuko Mcconnel,Rey Suszynski,Serafina Grubbs,Carmelita Awender","193,194,195,196",Institutions of Hanseatic Trade: Studies on the Political Economy of a Medieval Network Organisation,2005,Reject,Reject,The birds are flying around. Tom had to do a double shift. They said they'd do that for us. The future is far ahead. Tom and Mary said that they wouldn't win. They showed the scene in slow motion. Kabylie is part of Algeria and doesn't need separatists. He was excited to be working in Algeria. Google uses a neural network to translate sentences. There's no one left. Tom and Mary said that they didn't want to sleep. A cup of coffee costs one crown. Mary left her dog with Tom. They tried not to show their fear. Do you have a lot of free time? The victims of the hurricane have not tasted food for three days. Tom went there by bicycle.,NA,0
2005/176,"Holley Dasso,Deandra Loge,Elden Orum,Helaine Skepple,Elaine Dantos,Linsey Wosher","197,198,199,200,201,202",Rituals of the Past: Prehispanic and Colonial Case Studies in Andean Archaeology,2005,Accept,Reject,Tom didn't think I could do that. I hope Tom will agree to do that. Mary says she needs more time than that. Sami had a scary dream. She told me that she may do that. Tom used to be unbeatable. I used to babysit you. I don't think that I've ever seen Tom with Mary.,NA,0
2005/177,Carlita Charney,203,Desarrollo y población en la frontera norte: el caso de Reynosa,2005,Reject,Reject,"Her sister lives in Scotland. Tom's friends knew he was unhappy. You knew Tom was unlikely to do that, didn't you? Tom said that he believed he could do that. Tom is the only one in our family who doesn't speak French. They look like they're occupied. One of my sons is a teacher, and the other is a doctor. There is a bridge about one kilometer up this river. Can I reserve a seat to Hawaii for Christmas? I'm still trying to get used to the new system. The army slowly advanced across the river. Can you help me install this software? Have you ever listened to this song?",NA,3
2005/178,Polly Leibel,204,"Making Mala: Malaita in Solomon Islands, 1870s–1930s",2005,Accept,Accept,"We need to know. The shirt she apparently seriously thought suited me I turned down and decided to accept a light blue polo shirt. Don't complicate the problem by raising new issues. He stood by the gate, rubbing his hands together. Tom wasn't the last one to arrive here. Tom immediately recognized me. According to my accountant, this isn't a good time to invest in the stock market. I thought Tom would be in Australia on Monday.",NA,0
2005/179,"Herb Beringer,Marisa Eisenbeisz,Crysta Eusebio","205,206,207",Los dilemas de la organización autónoma: Zacatecas 1808-1832,2005,Reject,Accept,I can't decide what to eat for lunch today. This book is out of print. Tom was starting to doubt himself. This message is for Tom. I don't think it's going to be difficult to find Tom. Tom will be busy tomorrow morning. I asked Mary why she was studying French. Tom didn't know what everyone else knew.,NA,1
2005/180,Venessa Tuff,208,Reformist Muslims in a Yogyakarta Village: The Islamic Transformation of Contemporary Socio-Religious Life,2005,Reject,Reject,Tom grabbed a towel and headed for the pool. Tom and Mary have just bought a new car. Mary said she thought Tom was sleeping. Mary never told me that she had children. This town has undergone a rapid change. Each of them has a bicycle. Tom didn't want to play golf with Mary. Tom and Mary say that they'll do that for you. I got it down to one today! Do they serve couscous in this restaurant? You should've told Tom about it while he was here. It's a school night.,NA,0
2005/181,"Keena Glines,Isabell Houghtelling,Sharice Hemby","209,210,211",Implementation of School-Based Management in Indonesia,2005,Reject,Reject,"Could you call me later? He thinks that he's a good person. Tom is overreacting a little. Tom hasn't been in Australia very long. It doesn't look like you're very happy. You do a great job. Go to the mosque. Sami and Layla started taking acid. Tom didn't even try to convince Mary that he was innocent. I am almost scared to talk with you. Sami promised himself he would read that book. I know that Tom knows why we don't have to do that. Tom is full of shit. I visited him only to find him absent. We have plenty of room. Tom told me he thought Mary had been unlucky. The idea is of paramount importance. In that case, we've got a problem... I don't think that Tom complained. Tom used to come to Australia every summer.",NA,4
2005/182,Douglas Mileski,212,"Poverty, Inequality and Migration in Latin Amerika",2005,Accept,Accept,"I know that Tom didn't know that he shouldn't do that here. Is that thing working? Tom now knows the truth about what happened. Senator Tom Jackson was put under house arrest. Please tell Tom to do that before 2:30. Layla was leaving Sami. We need to buy a new water heater. Let's put this near the door. Bruce chuckled to himself as he read the letter. A miracle has happened! Tom is completely healthy, and there's no more trace of the disease! I suspect Tom didn't have to do that. What does that sound like? Didn't you know Tom was asleep? Good morning, sir! A merry Christmas to you! He picked it up carefully. We were worried that you might've been injured. I'm not the most popular kid in school, but I have lots of friends. I think it is very good to lead a regular life. It is not easy to solve the problem.",NA,4
2005/183,"Mindy Otteman,Corie Abend","213,214",Raum – Weltbild – Kontrolle: Raumvorstellungen als Grundlage gesellschaftlicher Ordnung und ihrer Überwachung,2005,Reject,Reject,"Tom let me know that he wasn't planning to stay very long. Okay, try again. Twenty years have gone by and my German is not what it used to be. The opposite sides of a parallelogram are parallel. He's kind of shy. I know Tom doesn't know anybody who's able to do that. Tom forgot to pay the bill. He left his hat in my room. He likes all vegetables except cabbage. Tokyo is supposed to be a very safe city. I don't want to do that, but I will. You're a fantastic kisser. She let me kiss her. It's possible we won't be able to do that. Mary said she thought Tom would be the next one to do that. Tom wants to visit you.",NA,2
2005/184,"Ismael Caamano,Kimberely Eiser,Patrina Oree","215,216,217",Cuando el cura llama a la puerta: orden sacramental y sociedad : los padrones de confesión del Sagrario de México (1670-1825),2005,Accept,Reject,"We're familiar with the poem. Sami wanted to take education. Can we save Tom? Tom says Mary has a cold. Seniors need to pay for their caps and gowns. At that moment tears ran down the old man's face. Suddenly, a man stepped in front of them. Keep a close eye on Tom and make sure he doesn't get into any trouble. Tom hinted that we should pay for the room. I wonder whether Tom will notice the difference. I can't connect to the Internet. Doing that will be easy. Mary told me that she believed that. He says we should go that way. I want my shirt back.",NA,0
2005/185,Issac Thammavong,218,The Responsibility of Intellectuals: Reflections by Noam Chomsky and Others after 50 years,2005,Accept,Reject,"His old beater is all dented. Success is not possible without diligent work. Fishing is prohibited here. Last night I puked. Tom and Mary said they wanted to finish what they were doing. She plays tennis every Sunday. I waited for Mary for three hours, but she never came. I don't think that Tom is sleepy. A complete poem is one where an emotion finds the thought and the thought finds the words. I don't understand why it's taking so long.",NA,2
2005/186,"Selma Lindler,Chassidy Spalinger,Christel Shane","219,220,221",Phoenix from the Ashes?,2005,Reject,Reject,"You can have somebody do that for you if you like. Tom said that he would come. I've been getting to know her. I know that Tom is fast. Did you order something? Do you know who her father is? I thought his name was Tom. Nothing seems to change. I'm not going to let it lie. Tom decided against it. Honesty isn't always the best policy. I wonder whether or not Tom has already told Mary she has to do that. I didn't think that Tom would forget that. Aya is a Saudi citizen. You'd better wait and see what happens. The dog lay panting after his long chase. Tom is able to do that, isn't he?",NA,2
2005/187,"Izola Wahlen,Loreta Nessler","222,223",Commercialised History: Popular History Magazines in Europe: Approaches to a Historico-Cultural Phenomenon as the Basis for History Teaching,2005,Reject,Reject,Mary told Tom that she thought John wasn't alone. I knew Tom was afraid that the police might arrest him. Illness often results from poverty. I'd better report this to them. Sami has to go now. Be realistic. I am learning English. I wanted to give Tom a gift. Dan mugged an old lady near the train station.,NA,0
2005/188,"Dusti Mccarville,Ouida Felicione,Julius Gadberry","224,225,226",Cruise Missile Penaid Nonproliferation: Hindering the Spread of Countermeasures Against Cruise Missile Defenses,2005,Accept,Accept,"Why are you sleepy? Let me just finish. I've got a headache from the cold. Tom doesn't let me do anything. You're just tired. Tom almost killed himself trying to do that. Tom thought Mary might not be allowed to do that again. He speaks with no errors, but doesn't sound like a native speaker. He was so kind as to give the old man his seat. I thought Tom wouldn't be able to do that for me. I'm your new neighbor. You won't mind staying here alone while I'm away, will you? I never go to Kyoto without visiting the Nanzenji Temple. Tom reluctantly assisted Mary to escape police custody. I'm very grateful for your time. Sami knew that Layla was Farid's girlfriend. Tom is nearly thirty years old. He made a speech at the wedding feast. You're a rich man. I don't think you should call Tom.",NA,3
2005/189,"Raphael Bridwell,Mikel Starghill,Miles Shepard","227,228,229",Roman Gods: A Conceptual Approach,2005,Reject,Reject,"I can hear sirens in the distance. Mary received a note from a secret admirer. I'll vouch for them. Tom said that he doesn't think Mary needed to do that outside. She works like a maniac. His sickness made it impossible for him to continue his study. He uses foul language whenever he gets angry. The girl is alone. What do Tom and Mary think of your idea? I've accomplished a lot. Mary is very well behaved, isn't she? Sami was talking. He didn't have enough experience to cope with the problem. Be careful now. Tom waited for Mary to go to bed. I'm starting to agree with you. Mary made her choice. Tom went to Boston in 2003. I don't think Tom and Mary are so strange. Mary says she definitely wants to do that.",NA,2
2005/190,"Moriah Wyse,Melony Legrand,Moon Staggers","230,231,232",Mexico Is Not Colombia: Alternative Historical Analogies for Responding to the Challenge of Violent Drug-Trafficking Organizations,2005,Reject,Reject,They were FBI. I'd like to ask you the same question once more. I know Tom didn't want to do that yesterday. My foot was amputated. My parents wouldn't let me go to Boston with Tom. You were everything to me!,NA,1
2005/191,"Neely Dicapua,Verline Saragusa,Vernon Wendler,Vivian Straton,Elnora Derenzi,Maris Lohr","233,234,235,236,237,238",Changing the Terms: Translating in the Postcolonial Era,2005,Reject,Reject,"The market is large. Of course, the neighbourhood was a lot more colourful back then. Now that I think of it, it's too small - that ring. Tom is probably going to be cooperative. Even though I studied French for three years in school, I'm not good at speaking it. I hope that you follow my advice. I can't decide which bicycle to buy. I tried the coat on, but it was too large for me. I'm not expecting you to help us. The train was crowded with people. Sami hired new people. Sami was loving and caring about other people. What the hell was I thinking? You have what you need. Could you have a look and see if there's enough bread for our lunches tomorrow? Tom says he hasn't done that in months. Sami was dying. Layla is gonna do it again. Tom works at Mickey D's. What do you think, is she going to do it?",NA,0
2005/192,"Oliva Carcamo,Alisha Nunnery","239,240",Business and Security Sector Reform: The Case for Corporate Security Responsibility,2005,Reject,Reject,Don't be late. Tom won't be the last one to do that. She danced naked. Tom is a fairly good songwriter. The times are hard. He is married to a high school teacher. Did you lose your gloves? I don't want to get off on the wrong foot with the new boss. Corporations aren't people. Sami took legal action to block the sale.,NA,1
2005/193,"Eda Kibbey,Daniel Sprain,Numbers Linen","241,242,243",Security/Mobility: Politics of Movement,2005,Reject,Reject,"""You were thinking about Tom."" ""I was not! I was thinking about work."" Tom said that he was sorry that he'd hurt Mary's friend's feelings. Mother bought a loaf of bread. You look sober. Sami didn't talk to me for a full day. How did you discover the truth? I'll talk to them about it. She said she was at home. Tom told me that he thought Mary was conservative. Tonight is going to be awesome. You didn't tell Tom how to do that, did you?",NA,3
2005/194,"Earlene Salazak,Gwenn Vogelgesang,Katheleen Basinger,Jamel Ivanoff","244,245,246,247",In Defence of Country: Life Stories of Aboriginal and Torres Strait Islander Servicemen and Women,2005,Accept,Reject,"What are some good German movies? It is now all the rage in Hyrule to have dinner for breakfast, after the King's fashion. I don't understand quantum physics. Where can I take you? I know who that is now. Despite having lazed around without having touched my work I'm frightened at heart that ""Ooh-er, this time I might really not get done in time!?"" In the Dutch town of Maastricht there ought to be 53 churches; some of them are already used as shops, cafés or museums. He looked for the keys in the drawer. You're quite mistaken. You should go to Boston. I've already told Tom what I want to eat.",NA,4
2005/195,"Tracee Galanga,Randa Roseth","248,249",Sport Policy in Canada,2005,Reject,Reject,There is yet time. Tom and Mary probably don't know how much time they'll need. I misunderstand more than half the questions. Sami wanted to know what to do next. We'll have to wait for three hours. Tom Jackson founded this university thirty years ago. Tom didn't like the answer that Mary gave him. Tom and Mary said they plan to stay in Boston. Sami has a lot of siblings. Lie on the examining table. We are asked to introduce ourselves in turn. You can't go along this road. It is under repair. Sami should have taken pictures of Layla's room. Sami destroyed the life of his children. The house is small but beautiful. The child who ate almost all this cake must be very fat.,NA,2
2005/196,"Jarrett Folkner,Latoria Austen,Sebrina Cramp","250,251,252","Language of the Snakes: Prakrit, Sanskrit, and the Language Order of Premodern India",2005,Reject,Reject,"What can we do? The teacher illustrated his theory with pictures. That was my box. Tom and Mary said that they'd be the next ones to do that. Layla was like a little girl. I have less than an hour left until I have to tell Tom my decision. Tom is in a great deal of pain. Do you intend to go to Australia? Children were recruited from urban daycare centers. He chose them at random. Tom thought that Mary was ready to do that. In the evening I went out on safari again, at night I fell asleep hearing the grunting of the hippos. What are you going to do with this car? Yes, this exam is quite tough. I should tell him, right? I'm not at all hungry now.",NA,1
2005/197,"Kisha Matern,Kerrie Sanchirico","253,254",The China Boom and its Discontents,2005,Accept,Reject,Cook about one and a half cup of rice. Smoke appeared. Do you think that we'll have a white Christmas this year? Why don't you sit in the back today? Countless stars were twinkling in the sky. Tom has got my full attention now. We are adjourned until 2:30.,NA,0
2005/198,"Lucilla Part,Danuta Adley","255,256",Ageing and Technology: Perspectives from the Social Sciences,2005,Accept,Accept,This is the most interesting book I've ever read. Tom and Mary knew exactly what they were going to say. Baya wore a dress. My brother has never lost at tennis. It's midnight. A new day begins. Tom has done enough already. I want to send Tom a letter. We have a wide choice of books. Tom really should be in Boston now. You should have worked harder. A tight belt will interfere with circulation of the blood. I'll stay away from you. Tom was always good to his kids. Last week she gave birth to a beautiful daughter. Tom and Mary told John that they weren't having any fun. Tom said that the smell bothered him.,NA,1
2005/199,"Loan Rudel,Manuela Quicksey","257,258",Assessment of the National Patient Safety Initiative: Context and Baseline Evaluation Report I,2005,Reject,Accept,"Tom let us know he didn't want to do that. We have learned much about survival from lower forms of animal life. They were very saddened to hear of his death. Dan will always contribute sentences. Mary decided she was too old for rock climbing. A small forest brook flowed between the moss-covered trees. Aren't you going to tell Tom about what you did? His first task is always to tend to his three cows, who will accompany him for the rest of the day. He brings them to breakfast on grass and pond-water. Then, together, they plow the land. I'm going to take care of it for you. He isn't wearing his uniform. He's a Berber language professor. I didn't want to live in Boston. You're a better cook than Tom and Mary are. She forced him to do it. This will quench your thirst. It's not Tom's responsibility to do that. Sami is going to go back to square one. The crowd went crazy when he got a goal. They told me that they'd be late. You're a really smart guy.",NA,3
2005/200,Jay Forsmark,259,Gobernanza y gestión de áreas protegidas,2005,Accept,Reject,"And honour the face of the old man. I'll go home. Tom and Mary said they were able to do everything they needed to do. My boat ran aground on a sandbar. Let's not beat around the bush here! I'm pregnant, and you're the kid's father. You aren't listening, are you? Do you believe that there's a possibility Tom will do that? Tom first met Mary in Boston. Tom and Mary said they'd help me if I wanted them to. Did you know that Tom and Mary were studying French? Sami looked like a caveman. They say they aren't lazy. I know Tom is a very strong guy. This is the meeting room but there are almost no meetings held here. I don't know how to explain what's happening. Somehow I have taken a fancy to that girl. Go wash up.",NA,2
2006/1,"Nakisha Martelles,Andy Swiney,Odette Perper,Erik Kio,Latisha Blumstein","1,2,3,4,5",Promoting Student Investigation of Local Environmental Issues through the Southern Highlands Environmental Project: Project Report,2006,Accept,Reject,"I want to see if I can find out what happened to those men. This is locked. I share a room with Tom. Tom said Mary thought she might be required to do that today. He swore he had photographic memory, despite the fact he couldn't remember what he ate last night for dinner. The war brought about death and destruction in the city. I'm richer than you. We will not fail. What is the bad news? Do you think that Tom still wants to do that? Tom was really strong. ""Can you cut it like this, please?"" ""A little shorter in the front and a little longer on the sides, please."" I had a cold three weeks ago. Sami had a heart big enough to adopt six young Egyptian orphans. I thought that Tom would help Mary do that. I think that Tom wants to go to Boston with you.",NA,1
2006/2,"Roger Dohrmann,Lavon Mankey","6,7",China 2002: WTO entry and world recession,2006,Reject,Reject,"I love Berber etymology. Layla put everything Sami had given her in a box. The sound of a gunshot echoed across the canyon. She's already snoring. You'd better do that sometime this week. Tom is having a party at his place tonight. Tom was the one that planted these trees. I enjoy traveling in Kabylie. Tom asked me not to park my car in his driveway. You don't want me here, do you? There's no toilet paper. He cracked the walnut with his teeth. Her vital signs are being closely monitored. I think that that's the reason why Tom isn't doing that.",NA,4
2006/3,"Todd Wann,Michael Josselyn,Charis Goyen","8,9,10",The Müselmann at the Water Cooler,2006,Reject,Reject,Guinness is the finest of beers. She has a roll. I'm sorry for the poor handwriting. I'm pretty sure that Tom and Mary don't live in Boston anymore. Mary said she didn't want to watch TV this evening. It was a satisfying meal. Sami was in the waiting area. Something is telling me to bake a cake. The miners went on strike for a wage increase.,NA,1
2006/4,"Raye Kosareff,Bernarda Hatchcock,Elly Cassani,Lakeshia Bon","11,12,13,14","Japanese and Chinese Immigrant Activists: Organizing in American and International Communist Movements, 1919–1933",2006,Reject,Accept,"This can't be a real diamond. Tom is one of my former clients. I've found a place to buy cheaper fruits. I can't do this without you, Tom. Is it all wrong? My mom bought me this shirt. The recession won't last forever. Tom put himself and his children at risk. I can see why Tom is concerned.",NA,0
2006/5,"Dani Mertens,Shelli Younan,Willetta Gawel,Kemberly Ricardez,Annette Vanabel,Aracelis Skildum","15,16,17,18,19,20","Design Thinking, Digitalisierung und Diversity Management: Ein Praxisleitfaden für die Lehre",2006,Reject,Reject,"Do you have any quarters? If you're not here by noon, I'll eat alone. I can't figure out how to post a comment to this blog. Tom got very talkative. Why can't you see that? Each of the brothers has a car. Are you having any difficulty swallowing? Tom is worse off now than he's ever been. Stay close to her. Tell Tom why you don't want to do that. Tom likes swimming and Mary does, too. In my region there are beautiful and living cities you will surely love. Sami has never seen a gun in his entire life. Please tell me how to use laundry starch to starch things. Penguins look strange when they waddle on land, but the way they swim so smoothly through the water is pretty cool. She took her cap off. Land prices are running higher every year. I didn't know it would take this long. When you're speaking with your classmates, what language do you usually speak?",NA,3
2006/6,"Ina Levitz,Theresa Viola","21,22",Europa zwischen Fiktion und Realpolitik/L'Europe – fictions et réalités politiques,2006,Reject,Reject,"I wonder whether Tom still likes Mary. Life's not fair. These objects are very useful. Tell Tom and Mary I can hear them. I want to be with Tom on his birthday. We really did cry. I cooked myself a steak. When she opened her heart to him, it was already too late. Which part of the word ""no"" do you not understand? Tom is also on the bus. Smog causes plants to die. Is there anything else you require? You're supposed to help me. Tom sat in the car with a policeman on either side of him.",NA,3
2006/7,"Sharla Gettenberg,Youlanda Bitar,Elin Coffel,Melany Foots,Margarite Brine,Jodee Swonke,Wyatt Bretthauer","23,24,25,26,27,28,29",Adjusting to Global Economic Change: The Dangerous Road Ahead,2006,Accept,Reject,I don't play the piano. Why aren't you doing what I asked you to do? Maybe Tom can help you do that. Do Tom and Mary know how you feel about this? Tom told me that he didn't do anything wrong. Supper is served at nine-thirty. Tom is looking for work. The engine doesn't function properly. Let's wait an hour. Try not to think about it. He didn't go to school. Tom said that Mary is probably still depressed.,NA,0
2006/8,"Leann Sinnett,Prudence Fullem,Kenny Angstadt","30,31,32",Informative Psychometric Filters,2006,Reject,Reject,"I don't need to tell Tom how to do that. He already knows. I love what I'm doing. Tom saw Mary standing by the fireplace and went over to talk to her. Tom said that he hoped he won the race. Are you worried? When I was a kid, I loved the film Jurassic Park. Tom could lend Mary money if he wanted to. Tom said that he thought that he might not be permitted to do that by himself. Tom was absolutely devastated. Tom speaks relatively fast.",NA,1
2006/9,"Maryann Rogriguez,Tomiko Hawke,Jerry Weneck,Lucienne Fontelroy,Lani Smithhart,Bryanna Chimenti,Margie Bethune","33,34,35,36,37,38,39",Exploring the Association Between Military Base Neighborhood Characteristics and Soldiers' and Airmen's Outcomes,2006,Accept,Reject,This is the first time that I've ever heard you sing. Tom left the water running all night. Would you like a little company? How long ago did Tom say that? He remained silent so as to not incriminate himself. I just run. Tom knew he'd gone too far. Now I know what's in store for me and can act accordingly. Didn't you know Tom and Mary were depressed? Do you know the man whose house we have just passed? Tom pushed the door open and entered the room. I see when men love women. They give them but a little of their lives. But women when they love give everything. This is useless. I think that Tom probably wouldn't trust Mary. Do they speak French in Australia?,NA,2
2006/10,"Ceola Radsek,Bette Orlando,Bernadette Hibbler","40,41,42","A la sombra de los libros: lectura, mercado y vida pública",2006,Reject,Reject,"I miss you all the time. You can always quit the job. Did you swim in the waters of awesomeness when younger? Mary said she'd play tennis with us. I might not like it. Mary wished that she had a boyfriend. Algeria is named after Algiers, its historically largest and most important city and present-day capital. Help yourselves to some cake. Tom and Mary said they didn't think John had studied French for very long. She is a student from Canada, staying with my uncle. He likes to run. Sami felt underdressed. Tom wants to raise a family. My van doesn't have a back seat. Do you need a visa to go to Australia if you have a British passport? Tom would like to fix it himself. Where were you last Monday? They were very hungry.",NA,4
2006/11,"Maida Slipp,Dirk Christel","43,44",La Splendeur divine: Introduction à l'étude de la mentalité mésopotamienne,2006,Accept,Accept,"I know your sister. I didn't know that Tom wanted me to do that. His hands were deep in his pockets. Mary takes after her father. Tom said that he thought Mary was in Australia. Most of us, if asked to think about problems we have solved, think about difficult situations we have faced and managed to overcome. You're running a big risk in trusting him. Each year in July, when the Championships are over, he starts to prepare for the next year. I think that Tom may not be able to do that. Do your best, and you will succeed. Having a baby was Layla's biggest goal in life. Is that the best you can do?",NA,1
2006/12,Jonnie Snellenberger,45,Política global y fútbol: el deporte como preocupación de las ciencias sociales,2006,Accept,Accept,The consumer price index has been fluctuating wildly. She would have failed but for his help. We've been waiting three hours. I am translating an article. Ask Tom if he needs to do that. Tom thinks Mary is exhausted. No one could've stopped me. Educational reforms still have a long way to go. Tom had a choice. This kind of heat isn't that unusual. I don't have any friends who can speak French. Sami was very rednecky.,NA,1
2006/13,"Edgar Agard,Monica Glory","46,47",Das Sozialpolitische Prinzip: Die eigene Kraft des Sozialen an den Grenzen des Wohlfahrtsstaats,2006,Reject,Reject,Tom and Mary may do anything they please. You remind me of my daughter. I thought what Tom said was stupid. I'm worried about me getting shot. I hope Tom doesn't say anything to Mary about what we did. Is learning in middle school hard? I thought that you might enjoy doing that. Welcome to the Tatoeba Project website. Tom and Mary know they aren't supposed to do that anymore. Tom said that he's glad he didn't do that.,NA,0
2006/14,"George Wimbush,Jacquetta Kittinger,Nan Muss,China Mazikowski,Evangeline Skeans,Joyce Lindie,Kimiko Lupercio","48,49,50,51,52,53,54","Performance Measurement, Reporting, Obstacles and Accountability: Recent Trends and Future Directions",2006,Accept,Reject,When are your parents coming home? We did that a lot when we were children. Mary didn't want to give Tom her phone number. Could you please put the baby to bed? I'm not sure anything happened. I think that Tom has a lot of faith in Mary. Is she your mom? Tom could've been cited for that. Tom is friendly to everyone. He arrived just as I was leaving home. When is Tom supposed to do that? Tom doesn't know if he will come or not. Tom and I want to study French. Tom is no conservative. Tom noticed Mary the moment she entered the room. He let himself in with his own key. I wouldn't accept this bribe. I'm testing my new camera. I think that Tom and Mary have both never been to Australia.,NA,1
2006/15,"Leanna Grinman,John Statum,Quincy Duy,Seymour Seabright","55,56,57,58","Veterans, Victims, and Memory: The Politics of the Second World War in Communist Poland",2006,Reject,Reject,It's a big day. This hall holds two thousand people. He convinced me that I was in the wrong. Tom was an innocent bystander. He explained it in Berber. I found it difficult to get along with him. We're never going to get there. Tom admitted that he wasn't sure. Tom was taking a huge risk. One who does evil hates the light. Tom went abroad to work. I know Tom isn't a college student. This snake's venom is very potent. The man is sick. You know this is a mistake. You should probably tell Tom why he shouldn't be doing that.,NA,1
2006/16,"Mignon Estepp,Clayton Lozado,Dwain Means,Corene Som,Deandre Gazdik,Brandi Roseboro,Nubia Kedzierski","59,60,61,62,63,64,65",The Mental Health Association of San Francisco Partner Organizations Meet Their Goals in Stigma Reduction Efforts: Results of a Qualitative Evaluation of the Technical Assistance Process,2006,Accept,Reject,"Make sure you leave yourself a margin when you estimate how long it will take. Aircraft carriers are so big that only a tactical nuclear weapon can destroy them completely. Sign on this line. Tom is blessed with a cheerful disposition. Sami was first molested by his father at age four. You can eat up all you've got, but not tell all you know. Who do you plan to invite to your wedding?",NA,1
2006/17,"Emilie Sappington,Leota Bonnet,Bong Fiero,Jamee Hargrave,Albina Uxa,Debbie Clarkston","66,67,68,69,70,71",Cataract Blindness and Simulation-Based Training for Cataract Surgeons: An Assessment of the HelpMeSee Approach,2006,Reject,Reject,"The road curves gently towards the west. What made Tom change his mind? Tom said Mary would probably be afraid. Natural mineral water contains calcium, magnesium, sodium, potassium as well as nitrate. If you want a man to propose marriage, feed him well. Dan had a life insurance policy. Are we safe yet? Congress asked for more information. I remember reading about that. Mary hummed a tune to herself as she did the washing up. Mary left her phone at home. What do you think these are? Tom helped Mary tune her guitar. Teacher, time's up. Mennad had bruises on his legs. Tom is fast asleep. There you have it. I love snow. It's so pretty! Give my love to Skura.",NA,2
